id,pval_(Intercept),adj.pvalue,pval_sig,LogFC_(Intercept),LogFC (Higher is Higher in Spring)
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter,0.931146506,1.78E-29,1,-0.010737259,2.238884353
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes,0.931146506,5.48E-273,1,-0.010737259,4.522859527
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Rivicola,0.931146506,0.860665452,0,-0.010737259,0.129572092
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__B1-7BS;g__B1-7BS,0.931146506,0.183844247,0,-0.010737259,1.032255492
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;__,0.931146506,0.93332037,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia,0.931146506,8.84E-64,1,-0.010737259,4.903274805
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,0.931146506,0.674565568,0,-0.010737259,0.4023422
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia,0.931146506,1.12E-07,1,-0.010737259,2.138515989
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter,0.931146506,1.92E-13,1,-0.010737259,3.326679263
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter,0.931146506,1.85E-45,1,-0.010737259,2.732626247
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia,0.931146506,0.109888792,0,-0.010737259,1.631968685
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Formivibrio,0.931146506,0.824347504,0,-0.010737259,0.17129314
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinimonadaceae;g__Chitinimonas,0.931146506,1.06E-10,1,-0.010737259,2.832145446
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea,0.931146506,3.73E-97,1,-0.010737259,6.163821266
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Crenobacter,0.931146506,0.095237745,0,-0.010737259,1.947061441
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium,0.931146506,0.138790734,0,-0.010737259,1.19985331
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Pseudogulbenkiania,0.931146506,0.150974397,0,-0.010737259,1.215604271
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Vogesella,0.931146506,0.12833336,0,-0.010737259,1.436235817
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__,0.931146506,1.88E-128,1,-0.010737259,6.614696683
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium,0.931146506,0.759700468,0,-0.010737259,0.257236176
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas,0.931146506,0.101584848,0,-0.010737259,1.648232073
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter,0.931146506,0,1,-0.010737259,5.41302854
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga,0.931146506,0.183907632,0,-0.010737259,0.849400175
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,0.931146506,3.21E-34,1,-0.010737259,5.081084274
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;__,0.931146506,1.12E-05,1,-0.010737259,2.186387826
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Candidatus_Nitrotoga,0.931146506,0.078457106,0,-0.010737259,2.510953444
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans,0.931146506,8.87E-24,1,-0.010737259,3.014690043
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Hydrogenophilus,0.931146506,0.9394593,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__uncultured,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Leeiaceae;g__Leeia,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;__,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus,0.931146506,0.722225197,0,-0.010737259,-0.175858152
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilaceae,0.931146506,3.94E-25,1,-0.010737259,2.892757501
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus,0.931146506,0.841492761,0,-0.010737259,0.151084932
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__MM1,0.931146506,1.52E-91,1,-0.010737259,3.186078218
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__MM2,0.931146506,0.248995227,0,-0.010737259,0.775018991
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__OM43_clade,0.931146506,0.515337378,0,-0.010737259,0.844232113
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,0.931146506,2.39E-62,1,-0.010737259,2.702881814
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__uncultured,0.931146506,2.50E-18,1,-0.010737259,3.01590716
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Uruburuella,0.931146506,0.195897544,0,-0.010737259,0.79371548
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067,0.931146506,2.08E-113,1,-0.010737259,3.100683749
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__GOUTA6,0.931146506,2.23E-27,1,-0.010737259,2.683445824
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__IS-44,0.931146506,3.70E-12,1,-0.010737259,2.257857783
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7,0.931146506,1.06E-171,1,-0.010737259,5.214082412
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__MND1,0.194817591,0.066777875,0,1.062221349,1.629291294
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas,0.931146506,0.950044655,0,-0.010737259,-0.040703116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;__,0.931146506,4.66E-64,1,-0.010737259,4.441222628
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella,0.931146506,1.06E-47,1,-0.010737259,3.981219514
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum,0.931146506,1.05E-29,1,-0.010737259,3.341836289
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia,0.931146506,2.27E-65,1,-0.010737259,2.802556986
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium,0.931146506,1.59E-14,1,-0.010737259,2.996382355
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;__,0.931146506,1.34E-64,1,-0.010737259,4.441851845
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azospira,0.931146506,0.770459266,0,-0.010737259,0.241729504
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechlorobacter,0.931146506,0.139236236,0,-0.010737259,1.07397654
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio,0.931146506,3.43E-11,1,-0.010737259,2.551102162
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium,0.931146506,0.181330938,0,-0.010737259,1.282727522
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium,0.931146506,1.39E-113,1,-0.010737259,4.318633293
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__uncultured,0.931146506,1.61E-64,1,-0.010737259,5.170691767
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea,0.931146506,0.209045552,0,-0.010737259,0.881170235
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SC-I-84;g__SC-I-84,0.931146506,2.91E-12,1,-0.010737259,1.522739549
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Ferritrophicum,0.931146506,0.243768065,0,-0.010737259,0.748338089
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,0.931146506,8.89E-41,1,-0.010737259,3.896182509
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,0.931146506,3.44E-14,1,-0.010737259,2.462225941
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__uncultured,0.931146506,1.80E-56,1,-0.010737259,3.834339723
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__T34;g__T34,0.931146506,1.24E-06,1,-0.010737259,0.822719273
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__TRA3-20;g__TRA3-20,0.931146506,9.35E-29,1,-0.010737259,2.752434054
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__uncultured;g__uncultured,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CCD24;f__CCD24;g__CCD24,0.931146506,9.50E-136,1,-0.010737259,4.50822494
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio,0.931146506,0.809556276,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Umboniibacter,0.931146506,0.628403299,0,-0.010737259,0.488285236
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;__,0.20405097,0.340591476,0,1.616863381,-1.419232289
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Chromatocurvus,0.174862697,1.74E-05,1,0.355466837,-1.139315405
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__OM60(NOR5)_clade,0.200692706,0.40937308,0,1.423951105,-1.148448396
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer,0.095936413,0.025323416,1,2.279280545,-3.063129112
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade,0.931146506,0.580660298,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CHAB-XI-27;f__CHAB-XI-27;g__CHAB-XI-27,0.931146506,0.259457501,0,-0.010737259,-0.406907212
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;__;__,0.177659718,2.51E-04,1,0.451360861,-1.235209429
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;__,0.019522083,0.004121864,1,3.425569183,-4.209417751
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus_Thiobios,0.202928387,0.052891161,0,1.503694335,-2.287542902
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__uncultured,0.006648624,6.10E-04,1,2.97225461,-3.756103178
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella,0.010150449,5.41E-04,1,2.01818765,2.761918774
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__D90;f__D90;g__D90,0.201399081,0.04475906,1,1.370307649,-2.154156217
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella,0.185317951,0.005439916,1,0.721670933,1.5380297
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured,0.931146506,4.17E-22,1,-0.010737259,2.501703473
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__;__,0.035715922,0.009831424,1,3.412666685,-4.196515252
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__uncultured,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__Thioalkalispira-Sulfurivermis,0.931146506,0.001389178,1,-0.010737259,1.301080781
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__uncultured,0.931146506,1.29E-20,1,-0.010737259,1.301080781
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__;__,0.931146506,0.642414343,0,-0.010737259,0.456515176
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__,0.931146506,1.48E-36,1,-0.010737259,5.983496472
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella,0.931146506,1.36E-156,1,-0.010737259,4.614967429
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea,0.931146506,4.08E-19,1,-0.010737259,3.273661153
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Buchnera,0.931146506,0.474778409,0,-0.010737259,-0.311013188
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus,0.931146506,1.19E-44,1,-0.010737259,2.645124574
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia,0.931146506,0.226893668,0,-0.010737259,0.901515532
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Dickeya,0.931146506,1.09E-18,1,-0.010737259,3.030475305
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;__,0.189237092,0.007678862,1,0.756791105,-1.540639673
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia,0.931146506,2.37E-287,1,-0.010737259,4.934455382
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__EPR3968-O8a-Bc78;g__EPR3968-O8a-Bc78,0.19756882,0.028195999,1,1.111694684,-1.895543252
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Acidibacter,0.931146506,2.35E-246,1,-0.010737259,4.900030364
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Candidatus_Berkiella,0.002016135,1.34E-06,1,1.370307649,-2.154156217
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured,0.205994276,0.07202758,0,1.852925067,-2.636773635
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Unknown_Family,0.931146506,0.824347504,0,-0.010737259,0.17129314
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Halothiobacillus,0.196026237,0.02830796,1,1.122995201,-1.906843769
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__HOC36;g__HOC36,0.931146506,0.790077684,0,-0.010737259,0.208368351
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JG36-TzT-191;f__JG36-TzT-191;g__JG36-TzT-191,0.931146506,1.87E-26,1,-0.010737259,2.705123314
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KF-JG30-C25;f__KF-JG30-C25;g__KF-JG30-C25,0.931146506,1.41E-21,1,-0.010737259,1.882070549
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade;g__KI89A_clade,0.017019642,0.001266034,1,2.225697521,-3.009546088
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella,0.190746125,0.014137723,1,0.891946141,-1.675794709
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;__,0.931146506,0.762854294,0,-0.010737259,0.27205343
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Candidatus_Methylospira,0.931146506,0.105166985,0,-0.010737259,1.400919624
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus,0.931146506,3.79E-39,1,-0.010737259,2.524701097
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylogaea,0.931146506,0.884774765,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__uncultured,0.931146506,0.904310475,0,-0.010737259,0.081871811
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;__,0.16884289,0.119105222,0,0.355466837,-0.677217284
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas,0.931146506,1.38E-48,1,-0.010737259,3.235870685
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter,0.20559127,0.069289192,0,1.799044617,-2.582893185
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae1;g__Alcanivorax,0.931146506,0.235470738,0,-0.010737259,0.934876685
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Chromohalobacter,0.931146506,2.69E-12,1,-0.010737259,1.898333937
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas,0.931146506,0.154492921,0,-0.010737259,1.408671912
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium,0.931146506,0.572352718,0,-0.010737259,0.638257527
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus,0.931146506,0.177325724,0,-0.010737259,1.801851505
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Pseudohongiellaceae;g__Pseudohongiella,0.931146506,0.567781303,0,-0.010737259,0.652444065
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;__,0.931146506,0.628403299,0,-0.010737259,0.488285236
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Bermanella,0.931146506,0.93332037,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Litoribrevibacter,0.931146506,0.884774765,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Oceaniserpentilla,0.931146506,0.944341448,0,-0.010737259,-0.040703116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Oleibacter,0.931146506,0.809556276,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Oleispira,0.931146506,0.804305224,0,-0.010737259,0.190345944
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__P0X4b2H11;f__P0X4b2H11;g__P0X4b2H11,0.18073459,9.13E-04,1,0.525742045,-1.309590612
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;__,0.931146506,8.60E-160,1,-0.010737259,4.192954257
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus,0.931146506,0.13331793,0,-0.010737259,1.407232025
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella,0.931146506,0.841492761,0,-0.010737259,0.151084932
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PLTA13;f__PLTA13;g__PLTA13,0.193175621,0.203884974,0,0.987840165,-1.174435576
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;__,0.931146506,0.950044655,0,-0.010737259,-0.040703116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,0.931146506,4.50E-102,1,-0.010737259,4.670315146
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter,0.931146506,1.01E-18,1,-0.010737259,3.91905691
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella,0.931146506,4.41E-33,1,-0.010737259,1.91833459
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__uncultured,0.931146506,0.830847132,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,0.008633837,0.979321841,0,4.084671959,0.040480338
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__R7C24;f__R7C24;g__R7C24,0.931146506,0.968122098,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Alkanibacter,0.931146506,0.816118163,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Nevskia,0.931146506,0.151538641,0,-0.010737259,1.333211396
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86_clade;f__SAR86_clade;g__SAR86_clade,0.931146506,0.541479324,0,-0.010737259,0.741320286
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SS1-B-04-55;f__SS1-B-04-55;g__SS1-B-04-55,0.177659718,2.51E-04,1,0.451360861,-1.235209429
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;__,0.931146506,0.89708968,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter,0.931146506,0.968122098,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__uncultured,0.200820116,3.16E-05,1,1.325040469,4.355716137
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia,0.00980287,0.001975723,1,3.951975251,-4.735823818
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;__,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__SUP05_cluster,0.931146506,0.744291001,0,-0.010737259,0.27205343
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__UBA10353_marine_group;g__UBA10353_marine_group,0.931146506,0.879136114,0,-0.010737259,0.106574468
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured,0.015047176,0.642019739,0,2.793946885,-0.549083196
